"siteyear","siteusite","UniqueSite","dataset","Site","Year","Site_Lat","Site_Long","Locality","Region","Management","FamBiomass_tkm2","Closure.age","Closure.size","Atoll","ReefHabitat","Depth","HardCoral","SampMethod","SampArea","TT_market_h","TT_pop_h","reserves","remote_10h","remote_20h","area_name","section","TPBiomass_tkm2","DepthCategory","coords","Prod_mgCm2d_finer","meanSize_cm","total_sp","Grav_tot","remote_20h_inhabited","scraping_potential","Larger","Contact_ID","siteyearusite","SST_dC","SSTanom_dC","mean_tonnes_km2_polygon1","mean_tonnes_km2_polygon2","mean_tonnes_km2_polygon3","mean_tonnes_km2_polygon4","mean_tonnes_km2_polygon5","mean_tonnes_km2_polygon6","mean_tonnes_reported_km2cell","mean_tonnes_km2cell","MGMT_type"
"Aceh 17Aceh::2009","Aceh 17Aceh::2403","2403","S","Aceh 17Aceh",2009,5.87248,95.26192,"Indonesia","I","Restricted",180.9763545169,NA,NA,0,"Slope",4.5,NA,"Standard belt transect",500,1.64166666666667,0.0333333333333333,0,0,0,"Indonesia","status",0,"4-10m","5.87248_95.26192",311.202166666667,13.6165048543689,201.488357017034,480.5,NA,195.9346616,"Indonesia","Provider 23","Aceh 17Aceh::2009::2403",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"aceh 18aceh::2009","aceh 18aceh::2405","2405","S","aceh 18aceh",2009,5.77726,95.33671,"Indonesia","I","Fished",46.75869320745,NA,NA,0,"Slope",4,NA,"Standard belt transect",500,1.16666666666667,0.0666666666666667,0,0,0,"Indonesia","status",0,"4-10m","5.77726_95.33671",308.065666666667,14.1129032258065,38.9955515491402,178,NA,74.70708294,"Indonesia","Provider 23","aceh 18aceh::2009::2405",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Aceh 19Aceh::2009","Aceh 19Aceh::2407","2407","S","Aceh 19Aceh",2009,5.80058,95.34664,"Indonesia","I","Fished",18.2727457048,NA,NA,0,"Crest",2,NA,"Standard belt transect",500,1.28333333333333,0.0416666666666667,0,0,0,"Indonesia","status",0,"0-4m","5.80058_95.34664",311.308083333333,12.25,28.7105338608142,527.5,NA,80.16161238,"Indonesia","Provider 23","Aceh 19Aceh::2009::2407",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"aceh 1aceh::2009","aceh 1aceh::2409","2409","S","aceh 1aceh",2009,5.88147,95.25631,"Indonesia","I","Restricted",30.94416937015,NA,NA,0,"Slope",5,NA,"Standard belt transect",500,1.88333333333333,0.05,0,0,0,"Indonesia","status",0,"4-10m","5.88147_95.25631",310.233833333333,14.0833333333333,32.1784746246568,84,NA,169.4668805,"Indonesia","Provider 23","aceh 1aceh::2009::2409",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Aceh 20Aceh::2009","Aceh 20Aceh::2411","2411","S","Aceh 20Aceh",2009,5.88679,95.25651,"Indonesia","I","Restricted",73.2260812491,NA,NA,0,"Slope",5,NA,"Standard belt transect",250,1.96666666666667,0.133333333333333,0,0,0,"Indonesia","status",0,"4-10m","5.88679_95.25651",313.58,16.1160714285714,43.0258915122852,82,NA,368.9203638,"Indonesia","Provider 23","Aceh 20Aceh::2009::2411",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"aceh 21aceh::2009","aceh 21aceh::2414","2414","S","aceh 21aceh",2009,5.88277,95.24911,"Indonesia","I","Restricted",64.4392287264,NA,NA,0,"Slope",4,NA,"Standard belt transect",500,1.88333333333333,0.05,0,0,0,"Indonesia","status",0,"4-10m","5.88277_95.24911",313.58,14.2957746478873,69.4614025553256,84,NA,148.563945,"Indonesia","Provider 23","aceh 21aceh::2009::2414",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Aceh 22Aceh::2009","Aceh 22Aceh::2415","2415","S","Aceh 22Aceh",2009,5.88289,95.25118,"Indonesia","I","Restricted",272.1718673283,NA,NA,0,"Slope",4,NA,"Standard belt transect",250,1.88333333333333,0.05,0,0,0,"Indonesia","status",0,"4-10m","5.88289_95.25118",313.58,13.8125,183.572769408034,84,NA,124.3956,"Indonesia","Provider 23","Aceh 22Aceh::2009::2415",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Aceh 2Aceh::2009","Aceh 2Aceh::2417","2417","S","Aceh 2Aceh",2009,5.88102,95.26021,"Indonesia","I","Restricted",108.655383863,NA,NA,0,"Flat",3,NA,"Standard belt transect",250,1.88333333333333,0.05,0,0,0,"Indonesia","status",0,"0-4m","5.88102_95.26021",310.233833333333,15.252808988764,51.7490323225099,84,NA,589.724858,"Indonesia","Provider 23","Aceh 2Aceh::2009::2417",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Aceh 3Aceh::2009","Aceh 3Aceh::2419","2419","S","Aceh 3Aceh",2009,5.89492,95.25287,"Indonesia","I","Restricted",24.33703029505,NA,NA,0,"Slope",5,NA,"Standard belt transect",500,1.96666666666667,0.133333333333333,0,0,0,"Indonesia","status",0,"4-10m","5.89492_95.25287",313.58,14.1666666666667,34.301373125027,82,NA,84.09391811,"Indonesia","Provider 23","Aceh 3Aceh::2009::2419",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Aceh 4Aceh::2009","Aceh 4Aceh::2421","2421","S","Aceh 4Aceh",2009,5.88521,95.25435,"Indonesia","I","Restricted",39.4783755375,NA,NA,0,"Slope",6,NA,"Standard belt transect",500,1.88333333333333,0.05,0,0,0,"Indonesia","status",0,"4-10m","5.88521_95.25435",313.58,14.7448979591837,128.707926898726,84,NA,60.29786839,"Indonesia","Provider 23","Aceh 4Aceh::2009::2421",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Aceh 6Aceh::2009","Aceh 6Aceh::2424","2424","S","Aceh 6Aceh",2009,5.66782,95.12632,"Indonesia","I","Fished",15.65936225285,NA,NA,0,"Crest",7,NA,"Standard belt transect",500,0.933333333333333,0.0166666666666667,0,0,0,"Indonesia","status",0,"4-10m","5.66782_95.12632",309.353916666667,13.6428571428571,147.61001267633,567,NA,47.45230621,"Indonesia","Provider 23","Aceh 6Aceh::2009::2424",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Aceh 7Aceh::2009","Aceh 7Aceh::2425","2425","S","Aceh 7Aceh",2009,5.89527,95.25436,"Indonesia","I","Restricted",23.8660529647,NA,NA,0,"Slope",5,NA,"Standard belt transect",500,1.96666666666667,0.133333333333333,0,0,0,"Indonesia","status",0,"4-10m","5.89527_95.25436",313.58,13.1372549019608,43.9110527127408,82,NA,60.60012306,"Indonesia","Provider 23","Aceh 7Aceh::2009::2425",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Aceh 8Aceh::2009","Aceh 8Aceh::2427","2427","S","Aceh 8Aceh",2009,5.89083,95.25436,"Indonesia","I","Restricted",163.63153008675,NA,NA,0,"Slope",7,NA,"Standard belt transect",500,1.96666666666667,0.133333333333333,0,0,0,"Indonesia","status",0.0611402407222222,"4-10m","5.89083_95.25436",313.58,18.75,171.572078005927,82,NA,128.2548678,"Indonesia","Provider 23","Aceh 8Aceh::2009::2427",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Aceh 9Aceh::2009","Aceh 9Aceh::2429","2429","S","Aceh 9Aceh",2009,5.82587,95.37793,"Indonesia","I","Restricted",19.58161338935,NA,NA,0,"Slope",6,NA,"Standard belt transect",500,1.51666666666667,0.133333333333333,0,0,0,"Indonesia","status",0,"4-10m","5.82587_95.37793",314.153166666667,12.8472222222222,57.1075131718405,110,NA,92.0185893,"Indonesia","Provider 23","Aceh 9Aceh::2009::2429",29.451030254364,0.441744645436605,NA,NA,NA,0.0297898095269542,0.0297898095269542,0.140423956566667,0.0160458327075472,0.0297898095269542,NA
"Acuario 3::1999","Acuario 3::1463","1463","S","Acuario 3",1999,21.7940667,-84.51555,"Cuba","C","Restricted",47.5706054391833,NA,NA,0,"Slope",9,NA,"Standard belt transect",600,2.125,0.1,0,0,0,"Cuba","status",0,"4-10m","21.7940667_-84.51555",267.737083333333,20.03125,29.9103149426092,69.5,NA,NA,"Cuba","Provider 19","Acuario 3::1999::1463",27.8001413345337,-0.000784079233805339,NA,14.785945825042,14.785945825042,14.785945825042,17.2461138515124,17.2461138515124,7.35529628722689,14.785945825042,NA
"AGU-001::2005","AGU-001::7640","7640","S","AGU-001",2005,14.84937,145.57213,"Commonwealth of the Northern Mariana Islands","P","Fished",53.4773465204,NA,NA,0,"Slope",15,NA,"Standard belt transect",600,3.05,0.633333333333333,0,0,0,NA,"status",0,">10m","14.84937_145.57213",144.863666666667,22.443532700158,172.72733550003,4,NA,60.76399758,"Northern Mariana Islands","Provider 2","AGU-001::2005::7640",28.7578914960225,0.246441841125488,0.261082286047696,0.0146870245233369,0.0146870245233369,0.0146870245233369,6.04402170948005,6.04402170948005,0.000680831774649173,0.261082286047696,NA
"AGU-002::2009","AGU-002::7642","7642","S","AGU-002",2009,14.84773,145.53667,"Commonwealth of the Northern Mariana Islands","P","Fished",13.42701904175,NA,NA,0,"Slope",11,22.28333333,"Standard belt transect",400,3.24166666666667,0.741666666666667,0,0,0,NA,"status",0,">10m","14.84773_145.53667",144.863666666667,14.4853863867153,17.7473000693905,3.5,NA,74.32109859,"Northern Mariana Islands","Provider 2","AGU-002::2009::7642",28.7578914960225,0.246441841125488,NA,0.0146870245233369,0.0146870245233369,0.0146870245233369,6.04402170948005,6.04402170948005,0.0139061402376227,0.0146870245233369,NA
"AGU-003::2009","AGU-003::7645","7645","S","AGU-003",2009,14.85975,145.55557,"Commonwealth of the Northern Mariana Islands","P","Fished",28.0535657566,NA,NA,0,"Slope",14,21.37244898,"Standard belt transect",400,3.24166666666667,0.741666666666667,0,0,0,NA,"status",0,">10m","14.85975_145.55557",144.863666666667,16.9805050829667,82.1814684248796,3.5,NA,146.7729502,"Northern Mariana Islands","Provider 2","AGU-003::2009::7645",28.7578914960225,0.246441841125488,NA,0.0146870245233369,0.0146870245233369,0.0146870245233369,6.04402170948005,6.04402170948005,0.0139061402376227,0.0146870245233369,NA
"Ahunui::2013","Ahunui::9426","9426","S","Ahunui",2013,-19.650017,-140.434983,"French Polynesia","P","Fished",205.2526653624,NA,NA,1,"Slope",10,50,"Distance sampling",500,46.0083333333333,0.133333333333333,0,0,0,"French Polynesia","status",1.61737950151579,">10m","-19.650017_-140.434983",145.104916666667,20.5106382978723,73.8139034543794,0,0,155.4700958,"French Polynesia","Provider 18","Ahunui::2013::9426",25.9092394510905,0.291488329569499,NA,NA,NA,NA,18.3449002567826,18.3449002567826,7.74847434224068,18.3449002567826,NA
"Ahunui::2013","Ahunui::9427","9427","S","Ahunui",2013,-19.637717,-140.439933,"French Polynesia","P","Fished",138.6727051444,NA,NA,1,"Slope",10,70.7865,"Distance sampling",500,46.0083333333333,0.133333333333333,0,0,0,"French Polynesia","status",0.57440835059633,">10m","-19.637717_-140.439933",143.566333333333,20.9905660377358,87.2900134691409,0,0,278.0738454,"French Polynesia","Provider 18","Ahunui::2013::9427",25.9092394510905,0.291488329569499,NA,NA,NA,NA,18.3449002567826,18.3449002567826,7.74847434224068,18.3449002567826,NA
"Ahunui::2013","Ahunui::9428","9428","S","Ahunui",2013,-19.632133,-140.43925,"French Polynesia","P","Fished",959.8084124227,NA,NA,1,"Slope",10,70.7865,"Distance sampling",500,46.0083333333333,0.133333333333333,0,0,0,"French Polynesia","status",2.37657668072626,">10m","-19.632133_-140.43925",143.566333333333,28.2559523809524,89.1543392457902,0,0,199.1748903,"French Polynesia","Provider 18","Ahunui::2013::9428",25.9092394510905,0.291488329569499,NA,NA,NA,NA,18.3449002567826,18.3449002567826,7.74847434224068,18.3449002567826,NA
"Ahunui::2013","Ahunui::9429","9429","S","Ahunui",2013,-19.618,-140.431,"French Polynesia","P","Fished",37.5669600553,NA,NA,1,"Slope",6.25,89.6732,"Distance sampling",500,46.0083333333333,0.133333333333333,0,0,0,"French Polynesia","status",0,"4-10m","-19.618_-140.431",137.038516666667,17.4492753623188,44.7769651277989,0,0,28.579875,"French Polynesia","Provider 18","Ahunui::2013::9429",25.9092394510905,0.291488329569499,NA,NA,NA,NA,18.3449002567826,18.3449002567826,7.74847434224068,18.3449002567826,NA
"Ahunui::2013","Ahunui::9430","9430","S","Ahunui",2013,-19.607717,-140.417167,"French Polynesia","P","Fished",179.3342829886,NA,NA,1,"Slope",7.2,65.0563,"Distance sampling",500,45.9333333333333,0.133333333333333,0,0,0,"French Polynesia","status",1.82567285628455,"4-10m","-19.607717_-140.417167",137.038516666667,22.135593220339,112.694657662083,0,0,89.32611052,"French Polynesia","Provider 18","Ahunui::2013::9430",25.9092394510905,0.291488329569499,NA,NA,NA,NA,18.3449002567826,18.3449002567826,7.74847434224068,18.3449002567826,NA
"AhusFished1::2012","AhusFished1::567","567","S","AhusFished1",2012,-1.947517,147.137533,"Papua New Guinea","P","Fished",30.13068102595,NA,NA,0,"Slope",3,NA,"Standard belt transect",900,1.65416666666667,0.1125,0,0,0,"Papua New Guinea","status",0,"0-4m","-1.947517_147.137533",273.205583333333,19.3050847457627,32.2165993126015,38.25,NA,188.0580304,"Papua New Guinea","Provider 12","AhusFished1::2012::567",29.7667883237203,0.620092550913493,NA,26.4940368662537,26.4940368662537,26.4940368662537,0.900502693945901,0.209510299366095,14.5575684376004,26.4940368662537,NA
"AhusFished2::2012","AhusFished2::569","569","S","AhusFished2",2012,-1.947183,147.133217,"Papua New Guinea","P","Fished",12.9420402835333,NA,NA,0,"Slope",3,NA,"Standard belt transect",900,1.65416666666667,0.1125,0,0,0,"Papua New Guinea","status",0,"0-4m","-1.947183_147.133217",273.205583333333,18.75,128.911307070955,38.25,NA,130.5920262,"Papua New Guinea","Provider 12","AhusFished2::2012::569",29.7667883237203,0.620092550913493,NA,26.4940368662537,26.4940368662537,26.4940368662537,0.900502693945901,0.209510299366095,14.5575684376004,26.4940368662537,NA
"AhusFished3::2012","AhusFished3::571","571","S","AhusFished3",2012,-1.9405,147.082167,"Papua New Guinea","P","Fished",22.8369355312333,NA,NA,0,"Lagoon_Back reef",3,NA,"Standard belt transect",900,2.07222222222222,0.222222222222222,0,0,0,"Papua New Guinea","status",0,"0-4m","-1.9405_147.082167",269.242333333333,16.4,20.472359452043,4.66666666666667,NA,377.988263,"Papua New Guinea","Provider 12","AhusFished3::2012::571",29.7667883237203,0.620092550913493,NA,26.4940368662537,26.4940368662537,26.4940368662537,0.900502693945901,0.209510299366095,14.5575684376004,26.4940368662537,NA
"AhusFished4::2009","AhusFished4::573","573","S","AhusFished4",2009,-1.940906,147.129614,"Papua New Guinea","P","Fished",14.9824361639667,NA,NA,0,"Slope",3,NA,"Standard belt transect",1500,1.65416666666667,0.1125,0,0,0,"Papua New Guinea","status",0,"0-4m","-1.940906_147.129614",269.242333333333,14.2300884955752,72.6956042232664,38.25,NA,146.2018841,"Papua New Guinea","Provider 12","AhusFished4::2009::573",29.7667883237203,0.620092550913493,NA,26.4940368662537,26.4940368662537,26.4940368662537,0.900502693945901,0.209510299366095,14.5575684376004,26.4940368662537,NA
"AhusFished5::2009","AhusFished5::575","575","S","AhusFished5",2009,-1.942006,147.129517,"Papua New Guinea","P","Fished",16.6307731087833,NA,NA,0,"Lagoon_Back reef",3,NA,"Standard belt transect",1500,1.65416666666667,0.1125,0,0,0,"Papua New Guinea","status",0,"0-4m","-1.942006_147.129517",269.242333333333,13.4402985074627,106.027922912101,38.25,NA,212.2792594,"Papua New Guinea","Provider 12","AhusFished5::2009::575",29.7667883237203,0.620092550913493,NA,26.4940368662537,26.4940368662537,26.4940368662537,0.900502693945901,0.209510299366095,14.5575684376004,26.4940368662537,NA
"AhusTambu1::2009","AhusTambu1::577","577","S","AhusTambu1",2009,-1.941333,147.093333,"Papua New Guinea","P","Restricted",10.28031191365,NA,NA,0,"Lagoon_Back reef",3,NA,"Standard belt transect",1500,2.325,0.0833333333333333,0,0,0,"Papua New Guinea","status",0,"0-4m","-1.941333_147.093333",269.242333333333,13.6543209876543,78.5847749125674,5,NA,159.1231729,"Papua New Guinea","Provider 12","AhusTambu1::2009::577",29.7667883237203,0.620092550913493,NA,26.4940368662537,26.4940368662537,26.4940368662537,0.900502693945901,0.209510299366095,14.5575684376004,26.4940368662537,NA
"AhusTambu2::2009","AhusTambu2::581","581","S","AhusTambu2",2009,-1.9425,147.088167,"Papua New Guinea","P","Restricted",10.5657744400833,NA,NA,0,"Lagoon_Back reef",3,NA,"Standard belt transect",1500,2.325,0.0833333333333333,0,0,0,"Papua New Guinea","status",0,"0-4m","-1.9425_147.088167",269.242333333333,13.7727272727273,65.7494763469051,5,NA,167.1269097,"Papua New Guinea","Provider 12","AhusTambu2::2009::581",29.7667883237203,0.620092550913493,NA,26.4940368662537,26.4940368662537,26.4940368662537,0.900502693945901,0.209510299366095,14.5575684376004,26.4940368662537,NA
"Akumal: Dicks 4::1999","Akumal: Dicks 4::1464","1464","S","Akumal: Dicks 4",1999,20.3998,-87.30598,"Mexico","C","Fished",44.250627168,NA,NA,0,"Slope",9,NA,"Standard belt transect",180,5.4,0.166666666666667,0,0,0,"Mexico","status",0,"4-10m","20.3998_-87.30598",599.541416666667,18.2586206896552,18.1602852526403,99,NA,NA,"Mexico","Provider 19","Akumal: Dicks 4::1999::1464",27.8001413345337,-0.000784079233805339,NA,0.215359389579692,1.53381915699062,1.53381915699062,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"AKUMANL NTE 1::2006","AKUMANL NTE 1::2901","2901","S","AKUMANL NTE 1",2006,20.421915,-87.293238,"Mexico","C","Fished",97.80090440978,NA,NA,0,"Slope",15,NA,"Standard belt transect",1250,5.4,0.166666666666667,0,0,0,"Mexico","status",0,">10m","20.421915_-87.293238",633.2435,23.0369127516779,39.8648131381468,99,NA,118.0014687,"Mexico","Provider 25","AKUMANL NTE 1::2006::2901",27.8001413345337,-0.000784079233805339,NA,0.215359389579692,1.53381915699062,1.53381915699062,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"AKUMANL SUR 2::2006","AKUMANL SUR 2::2902","2902","S","AKUMANL SUR 2",2006,20.412112,-87.299472,"Mexico","C","Fished",54.118807352125,NA,NA,0,"Slope",15,NA,"Standard belt transect",1000,5.4,0.166666666666667,0,0,0,"Mexico","status",0,">10m","20.412112_-87.299472",599.541416666667,22.4152542372881,46.0948729191081,99,NA,118.103109,"Mexico","Provider 25","AKUMANL SUR 2::2006::2902",27.8001413345337,-0.000784079233805339,NA,0.215359389579692,1.53381915699062,1.53381915699062,17.2461138515124,17.2461138515124,0.139131903606229,0.215359389579692,NA
"AlSawdiIsland::2008","AlSawdiIsland::621","621","S","AlSawdiIsland",2008,17.472336,55.608739,"Oman","I","Fished",44.1666422579375,NA,NA,0,"Slope",5,NA,"Standard belt transect",1200,30.85,1.71666666666667,0,0,0,"Oman","status",0,"4-10m","17.472336_55.608739",4941.26333333333,15.7575757575758,14.673456650472,2,0,0,"Oman","Provider 12","AlSawdiIsland::2008::621",27.186088403066,0.480478445688883,NA,32.7942646744893,3.07571907361084,3.07571907361084,3.07571907361084,3.07571907361084,7.96121526699997,32.7942646744893,NA
"Amana1::2011","Amana1::8837","8837","S","Amana1",2011,-8.7109,39.46088333,"Tanzania","I","Fished",10.29475,NA,NA,0,"Lagoon_Back reef",2,NA,"Standard belt transect",500,5.68333333333333,0.316666666666667,0,0,0,"Tanzania","status",NA,"0-4m","-8.7109_39.46088333",656.620583333333,NA,NA,64,NA,NA,"Tanzania","Provider 17","Amana1::2011::8837",28.0632195472717,0.502317905426025,NA,10.3265665277529,15.8398344047997,0.441620154559658,10.0754936081667,10.0754936081667,10.0924524916909,10.3265665277529,NA
"Amana2::2011","Amana2::8838","8838","S","Amana2",2011,-8.701666667,39.46366667,"Tanzania","I","Fished",19.15,NA,NA,0,"Lagoon_Back reef",2,NA,"Standard belt transect",500,5.68333333333333,0.316666666666667,0,0,0,"Tanzania","status",NA,"0-4m","-8.701666667_39.46366667",579.368083333333,NA,NA,64,NA,NA,"Tanzania","Provider 17","Amana2::2011::8838",28.0632195472717,0.502317905426025,5.12422903969443,10.3265665277529,15.8398344047997,0.441620154559658,10.0754936081667,10.0754936081667,5.00762263310977,5.12422903969443,NA
"Amana3::2011","Amana3::8839","8839","S","Amana3",2011,-8.700466667,39.46021667,"Tanzania","I","Fished",23.248,NA,NA,0,"Lagoon_Back reef",2,NA,"Standard belt transect",500,5.68333333333333,0.316666666666667,0,0,0,"Tanzania","status",NA,"0-4m","-8.700466667_39.46021667",579.368083333333,NA,NA,64,NA,NA,"Tanzania","Provider 17","Amana3::2011::8839",28.0632195472717,0.502317905426025,5.12422903969443,10.3265665277529,15.8398344047997,0.441620154559658,10.0754936081667,10.0754936081667,5.00762263310977,5.12422903969443,NA
"Ambatobe::2008","Ambatobe::8840","8840","S","Ambatobe",2008,-23.42,43.65,"Madagascar","I","Fished",0.33,NA,NA,0,"Flat",2,NA,"Standard belt transect",1000,0.491666666666667,0.316666666666667,0,0,0,"Madagascar","status",NA,"0-4m","-23.42_43.65",2044.6625,NA,NA,172,NA,NA,"Madagascar","Provider 17","Ambatobe::2008::8840",26.1013876597087,0.402493794759115,NA,0.20538976962444,0.20538976962444,0.20538976962444,54.5513411178214,54.5513411178214,0.0472326617286375,0.20538976962444,NA
"Andrano::2009","Andrano::8841","8841","S","Andrano",2009,-18.55,43.9,"Madagascar","I","Fished",95.235,NA,NA,0,"Slope",2,NA,"Standard belt transect",500,10.8666666666667,1.24166666666667,0,0,0,"Madagascar","status",NA,"0-4m","-18.55_43.9",389.965666666667,NA,NA,24,NA,NA,"Madagascar","Provider 17","Andrano::2009::8841",27.5460206667582,0.492612679799398,NA,0.644323157377878,40.2489496291316,40.2489496291316,302.702917104492,302.702917104492,0.370703420173206,0.644323157377878,NA
"Andrivamaike 38K::2008","Andrivamaike 38K::2322","2322","S","Andrivamaike 38K",2008,-22.07560975,43.15430341,"Madagascar","I","Fished",195.5815374635,NA,NA,0,"Bank",20,NA,"Standard belt transect",200,4.69166666666667,0.466666666666667,0,0,0,"Madagascar","status",0,">10m","-22.07560975_43.15430341",318.312583333333,19.0217391304348,27.8302051771355,28.5,NA,NA,"Madagascar","Provider 22","Andrivamaike 38K::2008::2322",26.1013876597087,0.402493794759115,NA,0.780159930821648,1660.46805801902,1660.46805801902,54.5513411178214,54.5513411178214,0.285208077062861,0.780159930821648,NA
"Angel's Window::2007","Angel's Window::4","4","S","Angel's Window",2007,1.50178861,125.261555,"Indonesia","P","Fished",67.2194975598667,NA,NA,0,"Slope",8,NA,"Standard belt transect",750,2.09583333333333,0.2,0,0,0,"Indonesia","status",0,"4-10m","1.50178861_125.261555",268.233083333333,21.0365853658537,99.2272583603309,86.25,NA,115.1378998,"Indonesia","Provider 4","Angel's Window::2007::4",29.5276883443197,0.564831733703613,NA,NA,0.759365369748361,0.759365369748361,257.062439148636,166.094930879222,0.547932090298855,0.759365369748361,NA
"Ankaokaoke 38K::2008","Ankaokaoke 38K::2323","2323","S","Ankaokaoke 38K",2008,-22.13956712,43.23253514,"Madagascar","I","Fished",97.4701146663,NA,NA,0,"Slope",6,NA,"Standard belt transect",200,4.55555555555555,0.15,0,0,0,"Madagascar","status",0,"4-10m","-22.13956712_43.23253514",316.661666666667,16.3888888888889,58.4748650065073,32.3333333333333,NA,0,"Madagascar","Provider 22","Ankaokaoke 38K::2008::2323",26.1013876597087,0.402493794759115,NA,0.780159930821648,1660.46805801902,1660.46805801902,54.5513411178214,54.5513411178214,0.285208077062861,0.780159930821648,NA
"Ankarandalahy 38K::2008","Ankarandalahy 38K::2324","2324","S","Ankarandalahy 38K",2008,-21.98327234,43.2369661,"Madagascar","I","Fished",34.20269775835,NA,NA,0,"Slope",4,NA,"Standard belt transect",400,4.93888888888888,0.266666666666667,0,0,0,"Madagascar","status",0,"4-10m","-21.98327234_43.2369661",329.6915,20.2272727272727,10.870629554073,52.3333333333333,NA,0,"Madagascar","Provider 22","Ankarandalahy 38K::2008::2324",26.1013876597087,0.402493794759115,NA,1660.46805801902,1660.46805801902,1660.46805801902,54.5513411178214,302.702917104492,1254.87747732222,1660.46805801902,NA
"Ankarea::2011","Ankarea::8844","8844","S","Ankarea",2011,-12.84453333,48.57261667,"Madagascar","I","Fished",76.83,NA,NA,0,"Flat",2,NA,"Standard belt transect",500,3.85833333333333,0.7,0,0,0,"Madagascar","status",NA,"0-4m","-12.84453333_48.57261667",266.30175,NA,NA,20.75,NA,NA,"Madagascar","Provider 17","Ankarea::2011::8844",28.1139295895894,0.542983373006185,NA,0,0,13.8974521713214,0,0,0,0,NA
"Ankolatse::2008","Ankolatse::8845","8845","S","Ankolatse",2008,-23.4,43.64,"Madagascar","I","Fished",1.22425,NA,NA,0,"Flat",2,NA,"Standard belt transect",1000,0.616666666666667,0.25,0,0,0,"Madagascar","status",NA,"0-4m","-23.4_43.64",1025.58516666667,NA,NA,181.75,NA,NA,"Madagascar","Provider 17","Ankolatse::2008::8845",26.1013876597087,0.402493794759115,NA,0.20538976962444,0.20538976962444,0.20538976962444,54.5513411178214,54.5513411178214,0.0472326617286375,0.20538976962444,NA
"Anse Jambette::2011","Anse Jambette::M_NA","M_NA","M","Anse Jambette",2011,13.91468,-61.0676,"St Lucia","C","UnfishedHigh",49.2152913249,18,5,0,"Slope",12.7,22,"Standard belt transect",120,0.516666666666667,0.0166666666666667,1,0,0,NA,"benchmark",NA,">10m","13.91468_-61.0676",259.9815,NA,NA,805,NA,NA,"St Lucia","Provider 15","Anse Jambette::2011::M_NA",28.6255362828573,1.14841651916504,NA,7.78543052303283,3.18760189156685,4.54350887294201,3.06464528495811,3.06464528495811,0,7.78543052303283,"Spatial closure"
"Anse Raie 1PatchReef::2004","Anse Raie 1PatchReef::8846","8846","S","Anse Raie 1PatchReef",2004,-19.9877,57.64045,"Mauritius","I","Fished",1.02375,NA,NA,0,"Lagoon_Back reef",2,NA,"Standard belt transect",500,1.00833333333333,0.0666666666666667,0,0,0,"Mauritius","status",NA,"0-4m","-19.9877_57.64045",222.16,NA,NA,1047.5,NA,NA,"Mauritius","Provider 17","Anse Raie 1PatchReef::2004::8846",25.7843333880107,0.644274234771729,NA,58.2644616596889,56.0765442674878,6.59024827044212,15.9694714727041,62.9131782533336,17.5480115489558,58.2644616596889,NA
